"Donor","Donor_Group_Type","Donor_DAC_Country","Donor_EU_Country","as_of_date","Time_Period","Metric","Data_type","Value"
"All Donors, Total","Group","Group","Group","2018-01-02",2009,"Fragile_State_ODA_Bilateral","Current Prices",53209.77
"All Donors, Total","Group","Group","Group","2018-01-02",2009,"GNI","Current Prices",0
"All Donors, Total","Group","Group","Group","2018-01-02",2009,"IA_Bilateral_ODA","Current Prices",102527.38
"All Donors, Total","Group","Group","Group","2018-01-02",2009,"IA6_Debt_Relief","Current Prices",1747.8
"All Donors, Total","Group","Group","Group","2018-01-02",2009,"IA82_In_Donor_Refugee_Cost","Current Prices",3226.07
"All Donors, Total","Group","Group","Group","2018-01-02",2009,"IB_Multilateral_ODA","Current Prices",37624.83
"All Donors, Total","Group","Group","Group","2018-01-02",2009,"LDC_ODA","Current Prices",52952.97
"All Donors, Total","Group","Group","Group","2018-01-02",2009,"LDC_ODA_Bilateral","Current Prices",39521.34
"All Donors, Total","Group","Group","Group","2018-01-02",2009,"LDC_ODA_Imputed_Multilateral","Current Prices",13431.63
"All Donors, Total","Group","Group","Group","2018-01-02",2009,"SSA_ODA","Current Prices",54844.01
"All Donors, Total","Group","Group","Group","2018-01-02",2009,"SSA_ODA_Bilateral","Current Prices",39840.07
"All Donors, Total","Group","Group","Group","2018-01-02",2009,"Total_ODA_ONE","Current Prices",138404.41
"All Donors, Total","Group","Group","Group","2018-01-02",2010,"Africa_Fragile_ODA","Current Prices",45138.4
"All Donors, Total","Group","Group","Group","2018-01-02",2010,"Africa_ODA","Current Prices",61247.71
"All Donors, Total","Group","Group","Group","2018-01-02",2010,"Africa_ODA_Bilateral","Current Prices",43515.3
"All Donors, Total","Group","Group","Group","2018-01-02",2010,"Bilat_ODA_Ex_Debt_Relief","Current Prices",104454.37
"All Donors, Total","Group","Group","Group","2018-01-02",2010,"Fragile_State_ODA","Current Prices",74095.3
"All Donors, Total","Group","Group","Group","2018-01-02",2010,"Fragile_State_ODA_Bilateral","Current Prices",54447.49
"All Donors, Total","Group","Group","Group","2018-01-02",2010,"GNI","Current Prices",0
"All Donors, Total","Group","Group","Group","2018-01-02",2010,"IA_Bilateral_ODA","Current Prices",108386.73
"All Donors, Total","Group","Group","Group","2018-01-02",2010,"IA6_Debt_Relief","Current Prices",3932.36
"All Donors, Total","Group","Group","Group","2018-01-02",2010,"IA82_In_Donor_Refugee_Cost","Current Prices",3513.46
"All Donors, Total","Group","Group","Group","2018-01-02",2010,"IB_Multilateral_ODA","Current Prices",39256.88
"All Donors, Total","Group","Group","Group","2018-01-02",2010,"LDC_ODA","Current Prices",57087.61
"All Donors, Total","Group","Group","Group","2018-01-02",2010,"LDC_ODA_Bilateral","Current Prices",41448.62
"All Donors, Total","Group","Group","Group","2018-01-02",2010,"LDC_ODA_Imputed_Multilateral","Current Prices",15638.99
"All Donors, Total","Group","Group","Group","2018-01-02",2010,"SSA_ODA","Current Prices",55825.23
"All Donors, Total","Group","Group","Group","2018-01-02",2010,"SSA_ODA_Bilateral","Current Prices",39400.21
"All Donors, Total","Group","Group","Group","2018-01-02",2010,"Total_ODA_ONE","Current Prices",143711.25
"All Donors, Total","Group","Group","Group","2018-01-02",2011,"Africa_Fragile_ODA","Current Prices",46003.93
"All Donors, Total","Group","Group","Group","2018-01-02",2011,"Africa_ODA","Current Prices",64965.95
"All Donors, Total","Group","Group","Group","2018-01-02",2011,"Africa_ODA_Bilateral","Current Prices",47610.8
"All Donors, Total","Group","Group","Group","2018-01-02",2011,"Bilat_ODA_Ex_Debt_Relief","Current Prices",115437.616
"All Donors, Total","Group","Group","Group","2018-01-02",2011,"Fragile_State_ODA","Current Prices",74015.05
"All Donors, Total","Group","Group","Group","2018-01-02",2011,"Fragile_State_ODA_Bilateral","Current Prices",56548.51
"All Donors, Total","Group","Group","Group","2018-01-02",2011,"GNI","Current Prices",0
"All Donors, Total","Group","Group","Group","2018-01-02",2011,"IA_Bilateral_ODA","Current Prices",119577.356
"All Donors, Total","Group","Group","Group","2018-01-02",2011,"IA6_Debt_Relief","Current Prices",4139.74
"All Donors, Total","Group","Group","Group","2018-01-02",2011,"IA82_In_Donor_Refugee_Cost","Current Prices",4654.637
"All Donors, Total","Group","Group","Group","2018-01-02",2011,"IB_Multilateral_ODA","Current Prices",41670.688
"All Donors, Total","Group","Group","Group","2018-01-02",2011,"LDC_ODA","Current Prices",55494.24
"All Donors, Total","Group","Group","Group","2018-01-02",2011,"LDC_ODA_Bilateral","Current Prices",41495.18
"All Donors, Total","Group","Group","Group","2018-01-02",2011,"LDC_ODA_Imputed_Multilateral","Current Prices",13999.06
"All Donors, Total","Group","Group","Group","2018-01-02",2011,"SSA_ODA","Current Prices",57130.77
"All Donors, Total","Group","Group","Group","2018-01-02",2011,"SSA_ODA_Bilateral","Current Prices",41628.61
"All Donors, Total","Group","Group","Group","2018-01-02",2011,"Total_ODA_ONE","Current Prices",157108.304
"All Donors, Total","Group","Group","Group","2018-01-02",2012,"Africa_Fragile_ODA","Current Prices",48319.46
"All Donors, Total","Group","Group","Group","2018-01-02",2012,"Africa_ODA","Current Prices",65848.91
"All Donors, Total","Group","Group","Group","2018-01-02",2012,"Africa_ODA_Bilateral","Current Prices",48293.48
"All Donors, Total","Group","Group","Group","2018-01-02",2012,"Bilat_ODA_Ex_Debt_Relief","Current Prices",107605.29
"All Donors, Total","Group","Group","Group","2018-01-02",2012,"Fragile_State_ODA","Current Prices",75125.19
"All Donors, Total","Group","Group","Group","2018-01-02",2012,"Fragile_State_ODA_Bilateral","Current Prices",56748.58
"All Donors, Total","Group","Group","Group","2018-01-02",2012,"GNI","Current Prices",0
"All Donors, Total","Group","Group","Group","2018-01-02",2012,"IA_Bilateral_ODA","Current Prices",110605.092
"All Donors, Total","Group","Group","Group","2018-01-02",2012,"IA6_Debt_Relief","Current Prices",2999.802
"All Donors, Total","Group","Group","Group","2018-01-02",2012,"IA82_In_Donor_Refugee_Cost","Current Prices",4451.367
"All Donors, Total","Group","Group","Group","2018-01-02",2012,"IB_Multilateral_ODA","Current Prices",40009.099
"All Donors, Total","Group","Group","Group","2018-01-02",2012,"LDC_ODA","Current Prices",55035.56
"All Donors, Total","Group","Group","Group","2018-01-02",2012,"LDC_ODA_Bilateral","Current Prices",41979.27
"All Donors, Total","Group","Group","Group","2018-01-02",2012,"LDC_ODA_Imputed_Multilateral","Current Prices",13056.29
"All Donors, Total","Group","Group","Group","2018-01-02",2012,"SSA_ODA","Current Prices",57120.49
"All Donors, Total","Group","Group","Group","2018-01-02",2012,"SSA_ODA_Bilateral","Current Prices",41629.51
"All Donors, Total","Group","Group","Group","2018-01-02",2012,"Total_ODA_ONE","Current Prices",147614.389
"All Donors, Total","Group","Group","Group","2018-01-02",2013,"Africa_Fragile_ODA","Current Prices",56700.92
"All Donors, Total","Group","Group","Group","2018-01-02",2013,"Africa_ODA","Current Prices",73752.82
"All Donors, Total","Group","Group","Group","2018-01-02",2013,"Africa_ODA_Bilateral","Current Prices",55723.17
"All Donors, Total","Group","Group","Group","2018-01-02",2013,"Bilat_ODA_Ex_Debt_Relief","Current Prices",120576.484
"All Donors, Total","Group","Group","Group","2018-01-02",2013,"Fragile_State_ODA","Current Prices",87798.57
"All Donors, Total","Group","Group","Group","2018-01-02",2013,"Fragile_State_ODA_Bilateral","Current Prices",67836.24
"All Donors, Total","Group","Group","Group","2018-01-02",2013,"GNI","Current Prices",0
"All Donors, Total","Group","Group","Group","2018-01-02",2013,"IA_Bilateral_ODA","Current Prices",124219.063
"All Donors, Total","Group","Group","Group","2018-01-02",2013,"IA6_Debt_Relief","Current Prices",3642.579
"All Donors, Total","Group","Group","Group","2018-01-02",2013,"IA82_In_Donor_Refugee_Cost","Current Prices",4960.253
"All Donors, Total","Group","Group","Group","2018-01-02",2013,"IB_Multilateral_ODA","Current Prices",42843.253
"All Donors, Total","Group","Group","Group","2018-01-02",2013,"LDC_ODA","Current Prices",60244.41
"All Donors, Total","Group","Group","Group","2018-01-02",2013,"LDC_ODA_Bilateral","Current Prices",44797.56
"All Donors, Total","Group","Group","Group","2018-01-02",2013,"LDC_ODA_Imputed_Multilateral","Current Prices",15446.85
"All Donors, Total","Group","Group","Group","2018-01-02",2013,"SSA_ODA","Current Prices",61356.92
"All Donors, Total","Group","Group","Group","2018-01-02",2013,"SSA_ODA_Bilateral","Current Prices",45085.79
"All Donors, Total","Group","Group","Group","2018-01-02",2013,"Total_ODA_ONE","Current Prices",163419.737
"All Donors, Total","Group","Group","Group","2018-01-02",2014,"Africa_Fragile_ODA","Current Prices",53842.65
"All Donors, Total","Group","Group","Group","2018-01-02",2014,"Africa_ODA","Current Prices",72990.24
"All Donors, Total","Group","Group","Group","2018-01-02",2014,"Africa_ODA_Bilateral","Current Prices",53834.32
"All Donors, Total","Group","Group","Group","2018-01-02",2014,"Bilat_ODA_Ex_Debt_Relief","Current Prices",133492.92
"All Donors, Total","Group","Group","Group","2018-01-02",2014,"Fragile_State_ODA","Current Prices",85553.36
"All Donors, Total","Group","Group","Group","2018-01-02",2014,"Fragile_State_ODA_Bilateral","Current Prices",65044.34
"All Donors, Total","Group","Group","Group","2018-01-02",2014,"GNI","Current Prices",0
"All Donors, Total","Group","Group","Group","2018-01-02",2014,"IA_Bilateral_ODA","Current Prices",134473.21
"All Donors, Total","Group","Group","Group","2018-01-02",2014,"IA6_Debt_Relief","Current Prices",980.29
"All Donors, Total","Group","Group","Group","2018-01-02",2014,"IA82_In_Donor_Refugee_Cost","Current Prices",6787.21
"All Donors, Total","Group","Group","Group","2018-01-02",2014,"IB_Multilateral_ODA","Current Prices",44121.5
"All Donors, Total","Group","Group","Group","2018-01-02",2014,"LDC_ODA","Current Prices",58090.77
"All Donors, Total","Group","Group","Group","2018-01-02",2014,"LDC_ODA_Bilateral","Current Prices",43221.88
"All Donors, Total","Group","Group","Group","2018-01-02",2014,"LDC_ODA_Imputed_Multilateral","Current Prices",14868.89
"All Donors, Total","Group","Group","Group","2018-01-02",2014,"SSA_ODA","Current Prices",60687.56
"All Donors, Total","Group","Group","Group","2018-01-02",2014,"SSA_ODA_Bilateral","Current Prices",44073.88
"All Donors, Total","Group","Group","Group","2018-01-02",2014,"Total_ODA_ONE","Current Prices",177614.42
"All Donors, Total","Group","Group","Group","2018-01-02",2015,"Africa_Fragile_ODA","Current Prices",49238.63
"All Donors, Total","Group","Group","Group","2018-01-02",2015,"Africa_ODA","Current Prices",66900.3
"All Donors, Total","Group","Group","Group","2018-01-02",2015,"Africa_ODA_Bilateral","Current Prices",50763.34
"All Donors, Total","Group","Group","Group","2018-01-02",2015,"Bilat_ODA_Ex_Debt_Relief","Current Prices",123622.53
"All Donors, Total","Group","Group","Group","2018-01-02",2015,"Fragile_State_ODA","Current Prices",80420.39
"All Donors, Total","Group","Group","Group","2018-01-02",2015,"Fragile_State_ODA_Bilateral","Current Prices",63295.62
"All Donors, Total","Group","Group","Group","2018-01-02",2015,"GNI","Current Prices",0
"All Donors, Total","Group","Group","Group","2018-01-02",2015,"IA_Bilateral_ODA","Current Prices",124532.13
"All Donors, Total","Group","Group","Group","2018-01-02",2015,"IA6_Debt_Relief","Current Prices",909.6
"All Donors, Total","Group","Group","Group","2018-01-02",2015,"IA82_In_Donor_Refugee_Cost","Current Prices",12115.2
"All Donors, Total","Group","Group","Group","2018-01-02",2015,"IB_Multilateral_ODA","Current Prices",38241.56
"All Donors, Total","Group","Group","Group","2018-01-02",2015,"LDC_ODA","Current Prices",55233.66
"All Donors, Total","Group","Group","Group","2018-01-02",2015,"LDC_ODA_Bilateral","Current Prices",42755.61
"All Donors, Total","Group","Group","Group","2018-01-02",2015,"LDC_ODA_Imputed_Multilateral","Current Prices",12478.05
"All Donors, Total","Group","Group","Group","2018-01-02",2015,"SSA_ODA","Current Prices",56722.96
"All Donors, Total","Group","Group","Group","2018-01-02",2015,"SSA_ODA_Bilateral","Current Prices",42454.52
"All Donors, Total","Group","Group","Group","2018-01-02",2015,"Total_ODA_ONE","Current Prices",161864.09
"All Donors, Total","Group","Group","Group","2018-01-02",2016,"Africa_Fragile_ODA","Current Prices",50525.89
"All Donors, Total","Group","Group","Group","2018-01-02",2016,"Africa_ODA","Current Prices",68381.07
"All Donors, Total","Group","Group","Group","2018-01-02",2016,"Africa_ODA_Bilateral","Current Prices",49586.7
"All Donors, Total","Group","Group","Group","2018-01-02",2016,"Bilat_ODA_Ex_Debt_Relief","Current Prices",130084.02
"All Donors, Total","Group","Group","Group","2018-01-02",2016,"Fragile_State_ODA","Current Prices",86781.27
"All Donors, Total","Group","Group","Group","2018-01-02",2016,"Fragile_State_ODA_Bilateral","Current Prices",67217.03
"All Donors, Total","Group","Group","Group","2018-01-02",2016,"GNI","Current Prices",0
"All Donors, Total","Group","Group","Group","2018-01-02",2016,"IA_Bilateral_ODA","Current Prices",133021.81
"All Donors, Total","Group","Group","Group","2018-01-02",2016,"IA6_Debt_Relief","Current Prices",2937.79
"All Donors, Total","Group","Group","Group","2018-01-02",2016,"IA82_In_Donor_Refugee_Cost","Current Prices",16026.83
"All Donors, Total","Group","Group","Group","2018-01-02",2016,"IB_Multilateral_ODA","Current Prices",43544.64
"All Donors, Total","Group","Group","Group","2018-01-02",2016,"LDC_ODA","Current Prices",57647.09
"All Donors, Total","Group","Group","Group","2018-01-02",2016,"LDC_ODA_Bilateral","Current Prices",42780.57
"All Donors, Total","Group","Group","Group","2018-01-02",2016,"LDC_ODA_Imputed_Multilateral","Current Prices",14866.52
"All Donors, Total","Group","Group","Group","2018-01-02",2016,"SSA_ODA","Current Prices",57336.89
"All Donors, Total","Group","Group","Group","2018-01-02",2016,"SSA_ODA_Bilateral","Current Prices",41456.83
"All Donors, Total","Group","Group","Group","2018-01-02",2016,"Total_ODA_ONE","Current Prices",173628.66
"Australia","Donor","DAC","Non-EU","2018-01-02",2007,"Africa_Fragile_ODA","Current Prices",159.81
"Australia","Donor","DAC","Non-EU","2018-01-02",2007,"Africa_ODA","Current Prices",204.76
"Australia","Donor","DAC","Non-EU","2018-01-02",2007,"Africa_ODA_Bilateral","Current Prices",74.77
"Australia","Donor","DAC","Non-EU","2018-01-02",2007,"Bilat_ODA_Ex_Debt_Relief","Current Prices",1976.38
"Australia","Donor","DAC","Non-EU","2018-01-02",2007,"Fragile_State_ODA","Current Prices",1021.63
"Australia","Donor","DAC","Non-EU","2018-01-02",2007,"Fragile_State_ODA_Bilateral","Current Prices",811.34
"Australia","Donor","DAC","Non-EU","2018-01-02",2007,"GNI","Current Prices",827212.18
"Australia","Donor","DAC","Non-EU","2018-01-02",2007,"IA_Bilateral_ODA","Current Prices",2268.07
"Australia","Donor","DAC","Non-EU","2018-01-02",2007,"IA6_Debt_Relief","Current Prices",291.69
"Australia","Donor","DAC","Non-EU","2018-01-02",2007,"IA82_In_Donor_Refugee_Cost","Current Prices",0
"Australia","Donor","DAC","Non-EU","2018-01-02",2007,"IB_Multilateral_ODA","Current Prices",400.45
"Australia","Donor","DAC","Non-EU","2018-01-02",2007,"LDC_ODA","Current Prices",675.06
"Australia","Donor","DAC","Non-EU","2018-01-02",2007,"LDC_ODA_Bilateral","Current Prices",511.59
"Australia","Donor","DAC","Non-EU","2018-01-02",2007,"LDC_ODA_Imputed_Multilateral","Current Prices",163.47
"Australia","Donor","DAC","Non-EU","2018-01-02",2007,"SSA_ODA","Current Prices",189.77
"Australia","Donor","DAC","Non-EU","2018-01-02",2007,"SSA_ODA_Bilateral","Current Prices",66.03
"Australia","Donor","DAC","Non-EU","2018-01-02",2007,"Total_ODA_ONE","Current Prices",2376.83
"Australia","Donor","DAC","Non-EU","2018-01-02",2008,"Africa_Fragile_ODA","Current Prices",143.14
"Australia","Donor","DAC","Non-EU","2018-01-02",2008,"Africa_ODA","Current Prices",185.93
"Australia","Donor","DAC","Non-EU","2018-01-02",2008,"Africa_ODA_Bilateral","Current Prices",69.9
"Australia","Donor","DAC","Non-EU","2018-01-02",2008,"Bilat_ODA_Ex_Debt_Relief","Current Prices",2396.88
"Australia","Donor","DAC","Non-EU","2018-01-02",2008,"Fragile_State_ODA","Current Prices",1158.94
"Australia","Donor","DAC","Non-EU","2018-01-02",2008,"Fragile_State_ODA_Bilateral","Current Prices",1012.22
"Australia","Donor","DAC","Non-EU","2018-01-02",2008,"GNI","Current Prices",934808.31
"Australia","Donor","DAC","Non-EU","2018-01-02",2008,"IA_Bilateral_ODA","Current Prices",2652.98
"Australia","Donor","DAC","Non-EU","2018-01-02",2008,"IA6_Debt_Relief","Current Prices",256.1
"Australia","Donor","DAC","Non-EU","2018-01-02",2008,"IA82_In_Donor_Refugee_Cost","Current Prices",0
"Australia","Donor","DAC","Non-EU","2018-01-02",2008,"IB_Multilateral_ODA","Current Prices",301.1
"Australia","Donor","DAC","Non-EU","2018-01-02",2008,"LDC_ODA","Current Prices",745.28
"Australia","Donor","DAC","Non-EU","2018-01-02",2008,"LDC_ODA_Bilateral","Current Prices",627.62
"Australia","Donor","DAC","Non-EU","2018-01-02",2008,"LDC_ODA_Imputed_Multilateral","Current Prices",117.66
"Australia","Donor","DAC","Non-EU","2018-01-02",2008,"SSA_ODA","Current Prices",170.62
"Australia","Donor","DAC","Non-EU","2018-01-02",2008,"SSA_ODA_Bilateral","Current Prices",65.2
"Australia","Donor","DAC","Non-EU","2018-01-02",2008,"Total_ODA_ONE","Current Prices",2697.98
"Australia","Donor","DAC","Non-EU","2018-01-02",2009,"Africa_Fragile_ODA","Current Prices",191.16
"Australia","Donor","DAC","Non-EU","2018-01-02",2009,"Africa_ODA","Current Prices",228.61
"Australia","Donor","DAC","Non-EU","2018-01-02",2009,"Africa_ODA_Bilateral","Current Prices",93.8
"Australia","Donor","DAC","Non-EU","2018-01-02",2009,"Bilat_ODA_Ex_Debt_Relief","Current Prices",2308.82
"Australia","Donor","DAC","Non-EU","2018-01-02",2009,"Fragile_State_ODA","Current Prices",1154.82
"Australia","Donor","DAC","Non-EU","2018-01-02",2009,"Fragile_State_ODA_Bilateral","Current Prices",970.05
"Australia","Donor","DAC","Non-EU","2018-01-02",2009,"GNI","Current Prices",940528.91
"Australia","Donor","DAC","Non-EU","2018-01-02",2009,"IA_Bilateral_ODA","Current Prices",2311.78
"Australia","Donor","DAC","Non-EU","2018-01-02",2009,"IA6_Debt_Relief","Current Prices",2.96
"Australia","Donor","DAC","Non-EU","2018-01-02",2009,"IA82_In_Donor_Refugee_Cost","Current Prices",1.19
"Australia","Donor","DAC","Non-EU","2018-01-02",2009,"IB_Multilateral_ODA","Current Prices",449.83
"Australia","Donor","DAC","Non-EU","2018-01-02",2009,"LDC_ODA","Current Prices",709.14
"Australia","Donor","DAC","Non-EU","2018-01-02",2009,"LDC_ODA_Bilateral","Current Prices",568.14
"Australia","Donor","DAC","Non-EU","2018-01-02",2009,"LDC_ODA_Imputed_Multilateral","Current Prices",141
"Australia","Donor","DAC","Non-EU","2018-01-02",2009,"SSA_ODA","Current Prices",219.71
"Australia","Donor","DAC","Non-EU","2018-01-02",2009,"SSA_ODA_Bilateral","Current Prices",88.38
"Australia","Donor","DAC","Non-EU","2018-01-02",2009,"Total_ODA_ONE","Current Prices",2758.65
"Australia","Donor","DAC","Non-EU","2018-01-02",2010,"Africa_Fragile_ODA","Current Prices",329.6
"Australia","Donor","DAC","Non-EU","2018-01-02",2010,"Africa_ODA","Current Prices",429.31
"Australia","Donor","DAC","Non-EU","2018-01-02",2010,"Africa_ODA_Bilateral","Current Prices",189.82
"Australia","Donor","DAC","Non-EU","2018-01-02",2010,"Bilat_ODA_Ex_Debt_Relief","Current Prices",3279.53
"Australia","Donor","DAC","Non-EU","2018-01-02",2010,"Fragile_State_ODA","Current Prices",1715.73
"Australia","Donor","DAC","Non-EU","2018-01-02",2010,"Fragile_State_ODA_Bilateral","Current Prices",1392.22
"Australia","Donor","DAC","Non-EU","2018-01-02",2010,"GNI","Current Prices",1185552.19
"Australia","Donor","DAC","Non-EU","2018-01-02",2010,"IA_Bilateral_ODA","Current Prices",3287.1
"Australia","Donor","DAC","Non-EU","2018-01-02",2010,"IA6_Debt_Relief","Current Prices",7.57
"Australia","Donor","DAC","Non-EU","2018-01-02",2010,"IA82_In_Donor_Refugee_Cost","Current Prices",5.53
"Australia","Donor","DAC","Non-EU","2018-01-02",2010,"IB_Multilateral_ODA","Current Prices",538.99
"Australia","Donor","DAC","Non-EU","2018-01-02",2010,"LDC_ODA","Current Prices",1105.39
"Australia","Donor","DAC","Non-EU","2018-01-02",2010,"LDC_ODA_Bilateral","Current Prices",852.1
"Australia","Donor","DAC","Non-EU","2018-01-02",2010,"LDC_ODA_Imputed_Multilateral","Current Prices",253.29
"Australia","Donor","DAC","Non-EU","2018-01-02",2010,"SSA_ODA","Current Prices",379.36
"Australia","Donor","DAC","Non-EU","2018-01-02",2010,"SSA_ODA_Bilateral","Current Prices",150.51
"Australia","Donor","DAC","Non-EU","2018-01-02",2010,"Total_ODA_ONE","Current Prices",3818.52
"Australia","Donor","DAC","Non-EU","2018-01-02",2011,"Africa_Fragile_ODA","Current Prices",478.39
"Australia","Donor","DAC","Non-EU","2018-01-02",2011,"Africa_ODA","Current Prices",599.88
"Australia","Donor","DAC","Non-EU","2018-01-02",2011,"Africa_ODA_Bilateral","Current Prices",388
"Australia","Donor","DAC","Non-EU","2018-01-02",2011,"Bilat_ODA_Ex_Debt_Relief","Current Prices",4296.02
"Australia","Donor","DAC","Non-EU","2018-01-02",2011,"Fragile_State_ODA","Current Prices",2025.32
"Australia","Donor","DAC","Non-EU","2018-01-02",2011,"Fragile_State_ODA_Bilateral","Current Prices",1754.7
"Australia","Donor","DAC","Non-EU","2018-01-02",2011,"GNI","Current Prices",1450350.8
"Australia","Donor","DAC","Non-EU","2018-01-02",2011,"IA_Bilateral_ODA","Current Prices",4308.77
"Australia","Donor","DAC","Non-EU","2018-01-02",2011,"IA6_Debt_Relief","Current Prices",12.75
"Australia","Donor","DAC","Non-EU","2018-01-02",2011,"IA82_In_Donor_Refugee_Cost","Current Prices",0.02
"Australia","Donor","DAC","Non-EU","2018-01-02",2011,"IB_Multilateral_ODA","Current Prices",674.14
"Australia","Donor","DAC","Non-EU","2018-01-02",2011,"LDC_ODA","Current Prices",1343.33
"Australia","Donor","DAC","Non-EU","2018-01-02",2011,"LDC_ODA_Bilateral","Current Prices",1118.05
"Australia","Donor","DAC","Non-EU","2018-01-02",2011,"LDC_ODA_Imputed_Multilateral","Current Prices",225.28
"Australia","Donor","DAC","Non-EU","2018-01-02",2011,"SSA_ODA","Current Prices",509.23
"Australia","Donor","DAC","Non-EU","2018-01-02",2011,"SSA_ODA_Bilateral","Current Prices",302.17
"Australia","Donor","DAC","Non-EU","2018-01-02",2011,"Total_ODA_ONE","Current Prices",4970.16
"Australia","Donor","DAC","Non-EU","2018-01-02",2012,"Africa_Fragile_ODA","Current Prices",565.64
"Australia","Donor","DAC","Non-EU","2018-01-02",2012,"Africa_ODA","Current Prices",735.14
"Australia","Donor","DAC","Non-EU","2018-01-02",2012,"Africa_ODA_Bilateral","Current Prices",392.93
"Australia","Donor","DAC","Non-EU","2018-01-02",2012,"Bilat_ODA_Ex_Debt_Relief","Current Prices",4531.66
"Australia","Donor","DAC","Non-EU","2018-01-02",2012,"Fragile_State_ODA","Current Prices",2304.12
"Australia","Donor","DAC","Non-EU","2018-01-02",2012,"Fragile_State_ODA_Bilateral","Current Prices",1851.07
"Australia","Donor","DAC","Non-EU","2018-01-02",2012,"GNI","Current Prices",1496885.09
